score,tweet, 
-0.3612,"I keep getting emails about meeting w/ my advisor, when enrolllment for spring semester is &amp; that I can apply for 2020/2021 FAFSA...y’all I am broke &amp; just finished , the last thing I want is to be signing away on more loans &amp; applying for more classes",
0.0,How to prepare thyself for ??????,
0.0,When  are one week away and you haven’t started studying... ,
0.1153,after  I WILL draw Junmyeon in Nayeon's outfit. someone will have 2 bully me online to do it but I WANT to do it,
-0.7351, can suck my actual dick  ,
-0.7469,lowkey wanna continue this thread but  is fucking me up choi seungcheol will be the death of carats;             -a photo thread ,
0.3167,Seriously After  imma be more active her and make some theories,
0.3612,Me when I seen my  when the test is exactly like the study guide  ,
-0.3182,How is  in two weeks I still get lost walking around campus,
0.0,"Me during  and finals Me leaving the house without eating breakfast, dehydrated, and with 2 hours of sleep",
-0.2047,I’m not ready for  can the world end now pls,
0.416,Successfully made it through Still haven't made a single friend here I guess that's ok,
0.791,"It’s really crazy how different my life would be if I wasn’t still in school, all my friends are moving on and doing fun things with their free time and I’m....... studying for  🙃",
-0.4019,These  are about to piss me off,
0.1901,"When you thank your profs who push back their , but then realize you now have 3 next week",
0.0, na in a while!!!!,
0.0,Goodmorning college students! Ipasa ang  GOODLUCK☘️,
0.0,Me during  everyone and these different variations of emoblackthot’s name and avi ,
-0.1406,"im happy we’re so close to , lets get all this shit over with",
0.0,Midterms who? ☺☺☺,
0.3612,What being an engineering student feels like most of the time. #longestweek # ,
0.7177,"Wish me luck ngayong , uwu! I must break a leg🥺✊",
-0.2023,I’m done ALL my . Y’all really know what I need after a stressful week like this one,
0.0,d-3 last day of  😭💛,
-0.34,"Midterms are over, who’s tryna get drunk 🥴",
0.0,Boy if I didn’t have class or .,
0.0,Passing these  got me HYPE,
-0.1027,Smiling through the terror of  big ole yikes ,
0.0,its crackhead week for me lmfaooo 3  😓😓,
0.0,so my  finally end tomorrow and i can go back to updating🤩🤩🤩,
0.2263,its  week and i’m far from prepared 🥴,
0.0387,"i want to go home, lay in bed with my coffee &amp; watch Breakfast at Tiffany’s but  ...",
0.2382,Did good on one of my  but i gotta smoke a blunt bout the other one,
0.4767,"I’m proud of all y’all college students man. Midterms are here and look at you made it this far in the semester for freshmen, sophomores who said you wouldn’t make it to your sophomore year look at you, juniors you’re almost there hang in there and seniors the finish line is near",
0.0,"Dude,  are ALREADY next week?! Where has the time gone",
0.34,excited na ko lumabas after  omg fweeendddsss,
0.8225,"Professors who offer online quizzes, , AND extra credit deserve a special place in heaven.",
-0.3252,Am i the only student that doesn't have ? lol,
0.0,So I close my eyes for two seconds and  are here?,
0.964,Missed it by a day but oops I was dying from  but happy (late) national boyfriend day :) 💗 i love you more than anything ty for everything ,
0.0,one week till  and the nightmares started 😭🤘,
0.0,My tendency to overeat during /exams always skyrockets,
0.0, week Ganda ng simula ng october natin sir.,
0.7712,"Midterm season.....taking tonight off and possibly tomorrow as well. Test tomorrow and essay due. DM for content, shows, and Frisky fun deals! Back to the books. # #college #collegestress #snapchatdown #sendmoney #cashapp #humpday #WednesdayMotivation 🙃😘🙃📔🙃😘🙃 ",
-0.296,Stop ML na muna focus muna sa reports and 💯🤙,
-0.9294,i thought  was stressing me out but @Harry_Styles freaking gave me a heart attack when i saw his story.  #HS2IsComing also i’m gonna go cry and listen Sign of the Times brb,
0.5719,Why does it have to be the perfect weather to take a nap to when I have to study for  🙄,
-0.5423,hellooo send me stuff b4 i fail our,
0.0,Two  in one day 🥺,
-0.6542,No offense but getting A’s on ALL my  actually sucks ALHAMDULILLAH IT WORKSSSS ,
0.4588,As much as I’m glad it’s Friday I have so much fucking work to do this weekend. AND  are coming up I-,
0.0,two in one daysend memes,
0.0,Having surgery during  week?FREAKING MINT 👌🏼😡,
0.4717,freshman in college and i still don't know wtf  are,
0.0,me when i find out i have 4  for one class me before i swipe my card anywhere for anything,
-0.5563,Upside of being unbelievably sick is i got to spend today studying for my  #techwell,
0.5927,i was supposed to have two  on thursday but now one is take home maybe today is a good day,
0.0,"its all you, Lord!! 😩❤️lalabaaaan ulet for ",
0.3612,im ready to get married and be a trophy wife i don’t wanna study for . F/A hmu looking at offers,
-0.128,"Days 6, 7, and 8 for #inktober2019I am horribly behind, thanks  😒#inktober #comics",
-0.8856,"I’ve been so stressed the passed two weeks because of exams and , my face is breaking out so damn bad. 🥺",
0.6369,i'm choosing you over studying for my  btw i love you @tiffanyyoung,
0.0,Say it with me .. R E C O V E R YWe got  this week 🙄🤣🤣 Homecoming over so what’s next 🎃🥳,
-0.4588,Or study for my  ahaha Today’s the day to shoot your shot with your long time crush,
0.0,Letsssss goooooo officially BODDIED  😤 ,
0.0,these  have been fuckin up my tv watching schedule i am so BEHIND ,
0.3182,"Take me to a gig after , please",
0.0,4  this week? DisGgGustTtingGgg!!!!,
0.6072,What if instead of doing my assignment or studying for  I watched just go with it for probably the 20th time in my life?? Haha just kidding......unless??,
0.0,How many  did you have this week?0123+,
0.0, na!!!!,
0.0,"He’s got  man, chill Antonio Brown has been quiet...........too quiet.",
0.5719,i have to study for 4  and write an essay all in one day happy friday to me 🥴,
0.0,do i watch greys anatomy or study for my ???,
0.0,Focus na lang tayo sa . All right!!!! 😁🔥,
-0.0754,There’s really no reason for my immune system to just completely shut down every time we have ,
0.4767,Midterms bout to cause a significant revenue increase for PornHub cuz my stress-levels are nuclear,
0.0772,hi i want to cri @ ,
0.0,"When I see students finish their , and me still in November to finish my  ",
0.0,Let’s drink after  plsss,
0.5859,Wow  is done. Im finally getting some sleep 😌,
0.0,Me for my upcoming  🥴 Me: I need to get an A on this testMe: doesn’t study,
0.0,Midterms already. Who let this happen???,
0.0,"mission: tapusin before  ko HANOBA BAT ANG SIPAG NG MAMI @gwyomi DI TULOY AKO NAKIKINIG SA TITSER NAMIN SA GEN MATH,,, NAG-AABANF AKO UPDATE AHSHJASHEHHAHA",
0.1779,Last year’s  resulted in historical levels of diversity. @GCobbHunter and @SenatorSarah delve into the impact growing diversity has on government relations and policies being passed at the state and local level. @PACouncil @CAIadvocacy #StateLocal19,
0.7096,retweet for good luck this  ,
-0.2869,wait does midterm season actually end for other universities???? i swear once  start they never end,
-0.3612,harry styles is stressing me out more than my college  are.,
0.0,Midterms looking real A-ish🤓,
0.5719,"Honestly considering taking up my biological father's offer to go to visit his rancho and mingle with all the animals this late october-nov to escape .  yup, that's where we are at right now",
0.25,"Sorry to my followers tonight, I won't be on stream. As some of you know, I am a doctoral student and it's . I will try my best to stream again on Thursday, but most likely I will NOT stream on Friday. Sorry everyone but after this week everything should be the same.",
0.3818,the best thing in thr fucking world is going to sleep at like 5pm after a long week of sleep deprivation and stress and then waking up like youve been asleep for 9000 years when in reality its been like 6 hrsOn that note goodnight fuck u,
0.0,*Midterms are finally over*Me: ,
-0.4019,i need to get off twitter and finish these damn  💙💗Tell me what you need💗💙 ,
0.4019,do i study for my orgo and biochem  or do i learn feel special choreo,
0.0,Cooking dinner but gotta do these  first 🥴,
0.6588,i did well on my  :) take that namjoon try shaving off my eyebrows now! 😤,
0.7506,After these  today ima be free to go out this weekend. Hit me up friends,
0.0,Midterms next week wtf😳,
0.0,Midterms👻,
0.0,My  are already next week 🥵 this semester is going by so fast,
0.1139,I dont miss taking ,
0.9217,It’s about that time.. MIDTERMS are here‼️ Come study with the West Coast this Wednesday to ensure the best exam grades 🤗 Tell a friend to tell a friend. Snacks and Tutors will be provided 👌🏽 ,
0.7096,Good luck to everyone taking . 🙏🏿,
0.4019,Someone help me study for  instead of just napping all day.,
0.0,My  start tomorrow and I'm still in DENIAL,
-0.2263,My mom doesn’t understand the seriousness of my . I can’t do anything or go anywhere because I have to study my ass off and she doesn’t get it lol,
0.6249,And let there be willingness to study for  in my soul lord please remove this laziness out of my spirit,
-0.6597,I’m killing these  tho college students be likeairpods: infafsa: spentgas tank: emptyperson i’ve been texting: ghostediced matcha w/ oat milk: slurpedmidterm: failedwill to live: nonexistent,
0.0,all comebacks: in octobermy :  ,
0.3612,why am i acting like i dont have two  coming up,
-0.3167, are really ruining my life rn,
0.0,how is it  already???,
-0.2617,nah take yo ass to class and dont fail them  🤣 ITS HOMECOMING WEEK....WE DONT GO TO CLASS AND WE DONT GO TO SLEEP‼️‼️‼️,
0.3612,If I’m this annoyed/stressed about  I can’t wait to see what finals are like :’),
0.0,Guess who got A's on their  ,
0.6299,sorry i haven’t been here much this week. these last few days have been crazy with the  and the jobs and social life. i don’t even know how am i managing to do everything and doing it well. i’m just so happy right now,
-0.5423,Maybe fasting while studying for  was a bad idea 🤡,
-0.4939,It’s . Are you miserable yet?,
-0.5983,never understood how  in college deadass be barely a month into school School just started and we ain’t learned shit! ,
